-100.3	-100.35	-100.4	-100.43	-100.42	-100.41	-100.42	-100.42	-100.39	-100.33	-100.29
-100.3	-100.34	-100.4	-100.42	-100.42	-100.41	-100.42	-100.42	-100.39	-100.33	-100.28
-100.28	-100.33	-100.38	-100.41	-100.41	-100.4	-100.4	-100.4	-100.36	-100.31	-100.26
-100.26	-100.3	-100.34	-100.37	-100.38	-100.37	-100.37	-100.35	-100.32	-100.27	-100.23
-100.23	-100.27	-100.3	-100.33	-100.34	-100.35	-100.33	-100.3	-100.27	-100.23	-100.19
-100.21	-100.25	-100.28	-100.3	-100.32	-100.32	-100.3	-100.27	-100.23	-100.19	-100.16
-100.21	-100.24	-100.27	-100.3	-100.3	-100.3	-100.28	-100.24	-100.2	-100.17	-100.13
-100.22	-100.25	-100.29	-100.31	-100.31	-100.29	-100.26	-100.23	-100.19	-100.15	-100.11
-100.23	-100.27	-100.31	-100.33	-100.31	-100.28	-100.25	-100.22	-100.18	-100.14	-100.1
-100.23	-100.28	-100.32	-100.33	-100.31	-100.27	-100.24	-100.21	-100.18	-100.14	-100.1
-100.24	-100.28	-100.32	-100.34	-100.31	-100.27	-100.24	-100.21	-100.17	-100.13	-100.09
