-100.02	-100.06	-100.1	-100.14	-100.17	-100.2	-100.24	-100.27	-100.25	-100.21	-100.17
-100.02	-100.06	-100.1	-100.14	-100.17	-100.2	-100.24	-100.26	-100.25	-100.21	-100.16
-100.03	-100.07	-100.11	-100.15	-100.18	-100.21	-100.24	-100.26	-100.24	-100.2	-100.16
-100.04	-100.07	-100.11	-100.15	-100.19	-100.21	-100.23	-100.24	-100.22	-100.19	-100.15
-100.05	-100.09	-100.13	-100.17	-100.2	-100.23	-100.23	-100.23	-100.21	-100.18	-100.14
-100.08	-100.11	-100.15	-100.19	-100.22	-100.24	-100.25	-100.24	-100.22	-100.19	-100.15
-100.11	-100.15	-100.19	-100.22	-100.26	-100.27	-100.28	-100.26	-100.24	-100.21	-100.17
-100.14	-100.18	-100.23	-100.27	-100.29	-100.3	-100.31	-100.31	-100.29	-100.24	-100.2
-100.17	-100.22	-100.28	-100.31	-100.32	-100.33	-100.34	-100.35	-100.33	-100.28	-100.23
-100.19	-100.24	-100.3	-100.33	-100.34	-100.34	-100.36	-100.37	-100.35	-100.29	-100.25
-100.2	-100.24	-100.3	-100.34	-100.34	-100.34	-100.36	-100.38	-100.35	-100.3	-100.25
