-100.13	-100	-99.88	-99.73	-99.54	-99.35	-99.17	-98.99	-98.78	-98.55	-98.32
-100.13	-100	-99.87	-99.72	-99.54	-99.34	-99.17	-98.98	-98.78	-98.54	-98.32
-100.11	-99.98	-99.86	-99.7	-99.52	-99.33	-99.15	-98.97	-98.76	-98.52	-98.3
-100.09	-99.95	-99.82	-99.66	-99.49	-99.31	-99.12	-98.93	-98.71	-98.49	-98.27
-100.06	-99.92	-99.78	-99.62	-99.46	-99.28	-99.09	-98.88	-98.67	-98.45	-98.23
-100.05	-99.9	-99.76	-99.6	-99.44	-99.26	-99.06	-98.85	-98.63	-98.42	-98.2
-100.04	-99.9	-99.75	-99.6	-99.43	-99.24	-99.04	-98.83	-98.61	-98.39	-98.18
-100.05	-99.91	-99.78	-99.61	-99.43	-99.23	-99.03	-98.81	-98.6	-98.38	-98.17
-100.06	-99.93	-99.8	-99.63	-99.44	-99.23	-99.02	-98.81	-98.59	-98.37	-98.16
-100.07	-99.94	-99.81	-99.64	-99.44	-99.22	-99.01	-98.8	-98.59	-98.37	-98.15
-100.08	-99.94	-99.81	-99.64	-99.44	-99.22	-99.01	-98.8	-98.59	-98.37	-98.15
