-99.93	-99.79	-99.66	-99.52	-99.37	-99.23	-99.09	-98.94	-98.75	-98.52	-98.3
-99.93	-99.79	-99.66	-99.52	-99.37	-99.23	-99.09	-98.93	-98.75	-98.52	-98.3
-99.94	-99.8	-99.66	-99.52	-99.38	-99.23	-99.09	-98.93	-98.74	-98.52	-98.3
-99.95	-99.81	-99.67	-99.53	-99.39	-99.24	-99.08	-98.91	-98.72	-98.5	-98.29
-99.96	-99.82	-99.68	-99.55	-99.4	-99.25	-99.08	-98.9	-98.7	-98.49	-98.28
-99.99	-99.85	-99.71	-99.57	-99.42	-99.27	-99.09	-98.91	-98.71	-98.5	-98.29
-100.02	-99.88	-99.74	-99.6	-99.46	-99.3	-99.12	-98.93	-98.73	-98.52	-98.31
-100.05	-99.91	-99.79	-99.65	-99.49	-99.32	-99.16	-98.98	-98.78	-98.55	-98.34
-100.08	-99.95	-99.83	-99.69	-99.52	-99.35	-99.19	-99.02	-98.82	-98.59	-98.36
-100.1	-99.97	-99.85	-99.7	-99.54	-99.36	-99.2	-99.04	-98.84	-98.61	-98.38
-100.11	-99.97	-99.85	-99.71	-99.54	-99.36	-99.21	-99.04	-98.84	-98.61	-98.39
