-100	-100.04	-100.1	-100.12	-100.11	-100.1	-100.1	-100.1	-100.06	-100.01	-99.96
-99.99	-100.04	-100.09	-100.11	-100.11	-100.09	-100.1	-100.09	-100.06	-100	-99.96
-99.98	-100.02	-100.07	-100.1	-100.1	-100.08	-100.08	-100.07	-100.04	-99.98	-99.94
-99.95	-99.99	-100.04	-100.06	-100.07	-100.06	-100.05	-100.03	-100	-99.95	-99.91
-99.93	-99.96	-100	-100.02	-100.03	-100.04	-100.02	-99.99	-99.95	-99.91	-99.87
-99.91	-99.95	-99.98	-100	-100.01	-100.01	-99.99	-99.96	-99.92	-99.88	-99.84
-99.91	-99.95	-99.97	-99.99	-100	-99.99	-99.97	-99.93	-99.9	-99.86	-99.82
-99.92	-99.96	-100	-100.01	-100	-99.98	-99.96	-99.92	-99.88	-99.84	-99.81
-99.93	-99.97	-100.02	-100.03	-100.01	-99.98	-99.95	-99.92	-99.88	-99.84	-99.8
-99.94	-99.98	-100.03	-100.04	-100.02	-99.97	-99.94	-99.91	-99.87	-99.83	-99.79
-99.94	-99.98	-100.03	-100.04	-100.01	-99.97	-99.94	-99.91	-99.87	-99.83	-99.79
