-100	-99.86	-99.74	-99.59	-99.4	-99.21	-99.03	-98.86	-98.65	-98.41	-98.19
-99.99	-99.86	-99.74	-99.58	-99.4	-99.2	-99.03	-98.85	-98.64	-98.41	-98.18
-99.98	-99.85	-99.72	-99.57	-99.39	-99.19	-99.02	-98.83	-98.62	-98.39	-98.16
-99.95	-99.81	-99.68	-99.53	-99.36	-99.17	-98.99	-98.79	-98.58	-98.35	-98.13
-99.93	-99.79	-99.64	-99.49	-99.32	-99.15	-98.95	-98.75	-98.53	-98.31	-98.1
-99.91	-99.77	-99.62	-99.47	-99.3	-99.12	-98.92	-98.71	-98.5	-98.28	-98.07
-99.91	-99.77	-99.62	-99.46	-99.29	-99.11	-98.91	-98.69	-98.48	-98.26	-98.05
-99.92	-99.78	-99.64	-99.48	-99.3	-99.1	-98.89	-98.68	-98.46	-98.25	-98.03
-99.93	-99.8	-99.66	-99.5	-99.3	-99.09	-98.88	-98.67	-98.46	-98.24	-98.02
-99.94	-99.81	-99.67	-99.51	-99.31	-99.09	-98.88	-98.67	-98.45	-98.23	-98.02
-99.94	-99.81	-99.68	-99.51	-99.3	-99.09	-98.88	-98.67	-98.45	-98.23	-98.02
