-100.28	-100.32	-100.38	-100.41	-100.4	-100.39	-100.4	-100.4	-100.37	-100.31	-100.26
-100.27	-100.32	-100.38	-100.4	-100.4	-100.38	-100.39	-100.39	-100.36	-100.31	-100.26
-100.26	-100.3	-100.36	-100.38	-100.38	-100.37	-100.38	-100.37	-100.34	-100.28	-100.24
-100.23	-100.27	-100.32	-100.34	-100.35	-100.35	-100.35	-100.33	-100.3	-100.25	-100.2
-100.21	-100.24	-100.28	-100.3	-100.32	-100.32	-100.31	-100.28	-100.24	-100.2	-100.16
-100.19	-100.22	-100.25	-100.28	-100.29	-100.29	-100.27	-100.24	-100.21	-100.17	-100.13
-100.18	-100.22	-100.25	-100.27	-100.28	-100.27	-100.25	-100.22	-100.18	-100.14	-100.11
-100.19	-100.23	-100.27	-100.28	-100.28	-100.26	-100.24	-100.2	-100.17	-100.13	-100.09
-100.2	-100.24	-100.29	-100.3	-100.28	-100.25	-100.22	-100.19	-100.16	-100.12	-100.08
-100.21	-100.25	-100.29	-100.31	-100.28	-100.25	-100.22	-100.19	-100.15	-100.11	-100.07
-100.21	-100.25	-100.29	-100.31	-100.28	-100.25	-100.22	-100.18	-100.15	-100.11	-100.07
