-100.02	-99.88	-99.75	-99.6	-99.46	-99.31	-99.17	-99.02	-98.83	-98.61	-98.39
-100.02	-99.88	-99.75	-99.61	-99.46	-99.31	-99.18	-99.02	-98.83	-98.61	-98.39
-100.03	-99.89	-99.75	-99.61	-99.47	-99.32	-99.18	-99.02	-98.82	-98.6	-98.38
-100.04	-99.9	-99.76	-99.62	-99.48	-99.33	-99.17	-99	-98.81	-98.59	-98.37
-100.05	-99.91	-99.77	-99.64	-99.49	-99.34	-99.17	-98.99	-98.79	-98.58	-98.37
-100.08	-99.94	-99.8	-99.66	-99.51	-99.36	-99.18	-99	-98.8	-98.59	-98.38
-100.11	-99.97	-99.83	-99.69	-99.55	-99.39	-99.21	-99.02	-98.82	-98.61	-98.4
-100.14	-100.01	-99.88	-99.74	-99.58	-99.42	-99.25	-99.07	-98.87	-98.64	-98.43
-100.17	-100.04	-99.92	-99.78	-99.61	-99.44	-99.28	-99.11	-98.91	-98.68	-98.45
-100.19	-100.06	-99.94	-99.8	-99.63	-99.45	-99.3	-99.13	-98.93	-98.7	-98.47
-100.2	-100.07	-99.95	-99.8	-99.63	-99.46	-99.3	-99.14	-98.93	-98.7	-98.48
